id,category,city_slug,vehicle_slug,status,missing_fact,question_fr,question_en,question_ar,question_es,short_answer_fr,short_answer_en,short_answer_ar,short_answer_es,long_answer_fr
"RES-02","general","","","ready","","Quels sont les horaires de l'agence Diab Car à Casablanca ?","What are Diab Car's opening hours in Casablanca?","ما هي أوقات عمل وكالة ديّاب كار في الدار البيضاء؟","¿Qué horario tiene la agencia de Diab Car en Casablanca?","L'agence Diab Car, 356 boulevard Zerktouni à Casablanca, est ouverte du lundi au samedi de 08:00 à 20:00 et le dimanche de 09:00 à 18:00. Sur WhatsApp, Diab Car répond de 08:00 à 23:00, en moins de 10 minutes.","Diab Car's agency at 356 boulevard Zerktouni, Casablanca is open Monday to Saturday from 08:00 to 20:00, and Sunday from 09:00 to 18:00. On WhatsApp, Diab Car answers from 08:00 to 23:00, within 10 minutes.","وكالة ديّاب كار في 356 شارع الزرقطوني بالدار البيضاء مفتوحة من الاثنين إلى السبت من 08:00 إلى 20:00، ويوم الأحد من 09:00 إلى 18:00. وعلى واتساب يجيب ديّاب كار من 08:00 إلى 23:00 في أقل من 10 دقائق.","La agencia de Diab Car, en 356 boulevard Zerktouni, Casablanca, abre de lunes a sábado de 08:00 a 20:00 y el domingo de 09:00 a 18:00. Por WhatsApp, Diab Car responde de 08:00 a 23:00, en menos de 10 minutos.","L'agence Diab Car, au 356 boulevard Zerktouni à Casablanca, ouvre du lundi au samedi de 08:00 à 20:00, et le dimanche de 09:00 à 18:00. Ligne fixe : +212 5 22 26 03 05.

WhatsApp répond plus tard que l'agence : de 08:00 à 23:00, au +212 6 59 77 55 82, avec une réponse en moins de 10 minutes. Concrètement, si vous cherchez une voiture à 22 h un mardi, l'agence est fermée, mais votre message WhatsApp reçoit une réponse en moins de 10 minutes, jusqu'à 23:00.

Vous pouvez aussi réserver sur diabcar.ma ; le délai de réponse de 10 minutes concerne WhatsApp. Adresse e-mail de l'agence : diabcar@gmail.com.

Si vous arrivez à l'aéroport Mohammed V, confirmez sur WhatsApp, avant de réserver, l'heure et le lieu où la voiture vous sera remise."
"RES-03","general","","","ready","","Puis-je louer une voiture aujourd'hui même, et pour une seule journée ?","Can I rent a car today, and can I rent it for just one day?","هل يمكنني كراء سيارة اليوم نفسه، ولمدة يوم واحد فقط؟","¿Puedo alquilar un coche hoy mismo y solo por un día?","La durée minimale de location chez Diab Car, à Casablanca, est de 1 jour, et de 2 jours en catégorie luxe. Pour le jour même, demandez la disponibilité sur WhatsApp au +212 6 59 77 55 82, où Diab Car répond en moins de 10 minutes, de 08:00 à 23:00.","The minimum rental at Diab Car in Casablanca is 1 day, and 2 days in the luxury category. For a same-day rental, ask about availability on WhatsApp at +212 6 59 77 55 82, where Diab Car answers within 10 minutes, from 08:00 to 23:00.","الحد الأدنى لمدة الكراء لدى ديّاب كار في الدار البيضاء هو يوم واحد، ويومان في فئة السيارات الفاخرة. للكراء في نفس اليوم، استفسر عن التوفر عبر واتساب على الرقم +212 6 59 77 55 82، حيث يردّ ديّاب كار في أقل من 10 دقائق، من 08:00 إلى 23:00.","El alquiler mínimo en Diab Car, Casablanca, es de 1 día, y de 2 días en la categoría lujo. Para alquilar el mismo día, consulta la disponibilidad por WhatsApp en el +212 6 59 77 55 82, donde Diab Car responde en menos de 10 minutos, de 08:00 a 23:00.","La durée minimale de location chez Diab Car est de 1 jour. La catégorie luxe fait exception : la location y démarre à 2 jours.

Pour une location le jour même, demandez à Diab Car si c'est possible à vos dates, sur WhatsApp au +212 6 59 77 55 82, où Diab Car répond en moins de 10 minutes entre 08:00 et 23:00. Vous pouvez aussi réserver sur diabcar.ma. L'agence, au 356 boulevard Zerktouni à Casablanca, est ouverte du lundi au samedi de 08:00 à 20:00 et le dimanche de 09:00 à 18:00.

Pour une journée, la catégorie économique / citadine est à partir de 220 MAD par jour, kilométrage illimité ; la catégorie luxe est à partir de 900 MAD par jour, sur 2 jours minimum. Demandez le prix par jour et le total pour vos dates avant de confirmer. Une caution de 3 000 à 10 000 MAD, selon la catégorie, est également demandée ; elle est restituée sous 7 jours. Le règlement se fait à la prise en charge, en espèces ou par carte bancaire (TPE) — il n'y a aucun paiement en ligne — et l'annulation est gratuite jusqu'à 24 heures avant la prise en charge.

Les remises de durée commencent à 7 jours (−10 %), puis 15 jours (−15 %) et 30 jours (−25 %)."
"paiement-01","payment","","","ready","","Je peux louer sans carte de crédit et payer en espèces ?","Can I rent a car in Casablanca without a credit card and pay cash?","هل يمكنني كراء سيارة في الدار البيضاء بدون بطاقة ائتمان والدفع نقداً؟","¿Puedo alquilar un coche en Casablanca sin tarjeta de crédito y pagar en efectivo?","Chez Diab Car à Casablanca, le prix de la location se règle à la prise en charge, en espèces ou par carte bancaire sur TPE, et il n'y a jamais de paiement en ligne. La caution, de 3 000 à 10 000 MAD selon la catégorie, est distincte du prix de la location : avant de réserver, demandez sur WhatsApp sous quelle forme elle est demandée. Réservation par WhatsApp ou sur diabcar.ma.","At Diab Car in Casablanca, the rental price is paid at pick-up, in cash or by bank card on the card terminal (TPE), and Diab Car never takes payment online. The deposit, from 3,000 to 10,000 MAD depending on the category, is separate from the rental price: before booking, ask on WhatsApp how it is taken. Book on WhatsApp or at diabcar.ma.","لدى دياب كار (Diab Car) في الدار البيضاء، تُدفع قيمة الكراء عند استلام السيارة، نقداً أو ببطاقة بنكية عبر جهاز الأداء الإلكتروني (TPE)، ولا يوجد أي دفع عبر الإنترنت إطلاقاً. أما مبلغ الضمان (الكفالة)، من 3000 إلى 10000 درهم حسب الفئة، فهو منفصل عن ثمن الكراء: قبل الحجز، اسألوا عبر واتساب عن الصيغة التي يُطلب بها الضمان. الحجز عبر واتساب أو على موقع diabcar.ma.","En Diab Car, en Casablanca, el precio del alquiler se paga al recoger el coche, en efectivo o con tarjeta bancaria en el datáfono (TPE), y nunca hay pago online. La fianza, de 3.000 a 10.000 MAD según la categoría, es aparte del precio del alquiler: antes de reservar, pregunte por WhatsApp de qué forma se solicita la fianza. Reservas por WhatsApp o en diabcar.ma.","Chez Diab Car, à Casablanca, le prix de la location se règle sur place, à la prise en charge du véhicule : en espèces ou par carte bancaire sur le terminal de paiement (TPE). Il n'y a jamais de paiement en ligne chez Diab Car.

La réservation passe par WhatsApp (+212 6 59 77 55 82, réponse sous 10 minutes entre 08h00 et 23h00) ou par diabcar.ma, et l'annulation est gratuite jusqu'à 24 heures avant la prise en charge. L'agence Diab Car, au 356 boulevard Zerktouni, est ouverte du lundi au samedi de 08h00 à 20h00 et le dimanche de 09h00 à 18h00.

À savoir : la caution est une somme distincte du prix de la location. Son montant va de 3 000 MAD à 10 000 MAD selon la catégorie du véhicule, et elle est restituée sous 7 jours. Pouvoir payer la location en espèces ne dit rien de la forme de la caution : si vous comptez louer sans carte de crédit, demandez sur WhatsApp, avant de réserver, sous quelle forme la caution est demandée."
"paiement-02","payment","","","ready","","Faut-il payer en ligne ou verser un acompte pour réserver une voiture à Casablanca ?","Can I pay online, or do I have to prepay to book a car in Casablanca?","هل يمكن الدفع عبر الإنترنت أو يجب دفع عربون لحجز سيارة في الدار البيضاء؟","¿Se puede pagar online o hay que dejar una señal para reservar un coche en Casablanca?","Diab Car, à Casablanca, ne prend jamais de paiement en ligne : la location se règle sur place, à la prise en charge, en espèces ou par carte bancaire sur TPE. Si un acompte est demandé pour votre réservation, c'est à confirmer sur WhatsApp avant de réserver. L'annulation est gratuite jusqu'à 24 heures avant la prise en charge.","Diab Car in Casablanca never takes payment online: the rental is paid at pick-up, in cash or by bank card on the card terminal (TPE). Whether any advance payment is asked for your booking is to be confirmed on WhatsApp before you book. Cancellation is free up to 24 hours before pick-up.","لا تتلقى دياب كار (Diab Car) في الدار البيضاء أي دفع عبر الإنترنت إطلاقاً: تُدفع قيمة الكراء في عين المكان عند استلام السيارة، نقداً أو ببطاقة بنكية عبر جهاز الأداء (TPE). أما إن كان يُطلب عربون مقابل حجزكم، فيُرجى التأكد من ذلك عبر واتساب قبل الحجز. والإلغاء مجاني حتى 24 ساعة قبل موعد الاستلام.","Diab Car, en Casablanca, nunca cobra online: el alquiler se paga en persona al recoger el coche, en efectivo o con tarjeta bancaria en el datáfono (TPE). Si hace falta dejar una señal para su reserva es algo que conviene confirmar por WhatsApp antes de reservar. La cancelación es gratuita hasta 24 horas antes de la recogida.","Diab Car ne prend jamais de paiement en ligne. La location se règle sur place, à la prise en charge du véhicule, en espèces ou par carte bancaire sur TPE. Pour savoir si un acompte est demandé pour votre réservation, posez la question sur WhatsApp avant de réserver.

La réservation se fait par WhatsApp au +212 6 59 77 55 82 (réponse sous 10 minutes entre 08h00 et 23h00) ou sur diabcar.ma. L'annulation est gratuite jusqu'à 24 heures avant la prise en charge. L'agence Diab Car se trouve au 356 boulevard Zerktouni, à Casablanca.

La caution est distincte du prix de la location : elle va de 3 000 MAD à 10 000 MAD selon la catégorie et est restituée sous 7 jours. Pour savoir sous quelle forme elle est demandée, posez aussi la question sur WhatsApp avant de réserver. Si vous souhaitez être livré, le coût éventuel de la livraison est à confirmer avec Diab Car au même moment."
"caution-delai-restitution","payment","","","ready","","Quand est-ce que je récupère ma caution de location ?","When do I get my rental deposit back?","متى تُسترجع ضمانة كراء السيارة؟","¿Cuándo me devuelven la fianza del alquiler?","Chez Diab Car, 356 boulevard Zerktouni à Casablanca, la caution est restituée sous 7 jours. Son montant, de 3 000 à 10 000 MAD, dépend de la catégorie louée, et aucun paiement ne se fait en ligne.","At Diab Car, 356 boulevard Zerktouni in Casablanca, the deposit is returned within 7 days. The amount, 3,000 to 10,000 MAD, depends on the category rented, and nothing is paid online.","لدى دياب كار، 356 شارع الزرقطوني بالدار البيضاء، تُعاد الضمانة خلال 7 أيام. ويتراوح مبلغها بين 3 000 و10 000 درهم مغربي (MAD) حسب الفئة المكتراة، ولا يتم أي دفع عبر الإنترنت.","En Diab Car, 356 boulevard Zerktouni de Casablanca, la fianza se devuelve en un plazo de 7 días. El importe, de 3.000 a 10.000 MAD, depende de la categoría alquilada, y no se paga nada en línea.","Chez Diab Car, au 356 boulevard Zerktouni à Casablanca, la caution est restituée sous 7 jours. Pour savoir à partir de quel moment ce délai est compté, demandez-le à l'agence.

Le montant dépend de la catégorie : à partir de 3 000 MAD en économique / citadine, compacte, berline et van, de 5 000 à 6 000 MAD en SUV, de 6 000 à 8 000 MAD en premium, et 10 000 MAD en luxe. Pour certaines catégories, le montant est donné en fourchette : demandez à l'agence le chiffre exact pour le véhicule que vous réservez.

Aucun paiement ne se fait en ligne chez Diab Car : la location se règle à la prise en charge, en espèces ou par carte bancaire sur terminal TPE, et l'annulation est gratuite jusqu'à 24 heures avant la prise en charge.

Pour une question sur le retour du véhicule ou pour suivre la restitution de votre caution, écrivez à l'agence sur WhatsApp au +212 6 59 77 55 82 — réponse sous 10 minutes entre 08h00 et 23h00 — ou appelez le +212 5 22 26 03 05. L'agence est ouverte du lundi au samedi de 08h00 à 20h00 et le dimanche de 09h00 à 18h00."
"prix-a-partir-de-ce-quil-contient","payment","","","ready","","Que comprend le prix « à partir de », et y a-t-il des frais en plus au comptoir ?","What does the ""from"" price include, and are there extra charges at the counter?","ماذا يشمل السعر «ابتداءً من»؟ وهل تُضاف رسوم أخرى عند الاستلام؟","¿Qué incluye el precio «desde» y hay cargos extra al recoger el coche?","Chez Diab Car, à Casablanca, « à partir de » désigne le tarif journalier le plus bas de la catégorie, par exemple à partir de 220 MAD en économique / citadine. Kilométrage illimité en économique, compacte, van, berline et SUV ; 250 km par jour en luxe, selon le véhicule en premium. À part : la caution, restituée sous 7 jours, et le carburant, en plein à plein. Pour l'assurance, la franchise, les options et la livraison hors agence, posez la question sur WhatsApp avant de réserver.","At Diab Car in Casablanca, ""from"" is the lowest daily rate in the category, for example from 220 MAD per day in economy / city car. Mileage is unlimited in economy, compact, van, sedan and SUV; 250 km per day in luxury, depending on the car in premium. Separate: the deposit, returned within 7 days, and fuel, full-to-full. For insurance, excess, options and delivery away from the agency, ask on WhatsApp before booking.","لدى دياب كار في الدار البيضاء، تعني «ابتداءً من» أدنى سعر يومي في الفئة، مثلاً ابتداءً من 220 درهم في اليوم في الفئة الاقتصادية (سيارات المدينة). الكيلومترات غير محدودة في الاقتصادية والمدمجة والفان والسيدان وSUV، ومحدودة في 250 كلم يومياً في فئة الوكس، وحسب السيارة في بريميوم. وخارج سعر الكراء: الضمانة، وتُرد خلال 7 أيام، والوقود بنظام «ممتلئ عند الاستلام، ممتلئ عند الإرجاع». أما التأمين والفرنشيز والخيارات والتوصيل خارج الوكالة، فاسألوا عنها عبر واتساب قبل الحجز.","En Diab Car, Casablanca, «desde» es la tarifa diaria más baja de la categoría, por ejemplo desde 220 MAD al día en económico / urbano. Kilometraje ilimitado en económico, compacto, furgoneta, berlina y SUV; 250 km al día en lujo y según el coche en premium. Aparte: la fianza, devuelta en 7 días, y el combustible, de lleno a lleno. Para seguro, franquicia, opciones y entrega fuera de la agencia, pregunta por WhatsApp antes de reservar.","Chez Diab Car, à Casablanca, « à partir de » désigne le tarif journalier le plus bas de la catégorie. La grille, en prix « à partir de » et par jour : économique / citadine 220 MAD, compacte 250 MAD, van 250 MAD, berline 260 MAD, SUV 380 MAD, premium 650 MAD, luxe 900 MAD. Le tarif réel dépend du véhicule choisi et de la durée de location.

Remises de durée, sur le montant de la location : 10 % à partir de 7 jours, 15 % à partir de 15 jours, 25 % à partir de 30 jours. La location minimale est d'un jour, deux jours en luxe.

Kilométrage : illimité en économique / citadine, compacte, van, berline et SUV ; limité à 250 km par jour en luxe ; en premium, illimité ou limité à 250 km par jour selon le véhicule. Si votre trajet risque de dépasser cette limite, demandez les conditions avant de réserver.

Carburant : plein à plein. La voiture vous est remise avec le plein et se rend avec le plein.

Caution : de 3 000 à 10 000 MAD selon la catégorie. Elle est distincte du prix de la location et restituée sous 7 jours.

Livraison : Diab Car livre la voiture au client vers les destinations suivantes : aéroport Mohammed V, Maarif, Anfa, Aïn Diab / Corniche, Centre-ville, Casa-Voyageurs et Sidi Maarouf ; vous pouvez aussi la prendre à l'agence, 356 boulevard Zerktouni. Pour les éventuels frais de livraison selon la destination, demandez avant de réserver.

Assurance, franchise, options : posez vos questions sur WhatsApp au +212 6 59 77 55 82 avant de réserver — réponse sous 10 minutes, de 08:00 à 23:00.

Aucun paiement en ligne, jamais : le règlement se fait à la prise en charge, en espèces ou par carte bancaire sur TPE. L'annulation est gratuite jusqu'à 24 heures avant la prise en charge."
"conducteur-anciennete-permis","conditions","","","ready","","Depuis combien de temps faut-il avoir son permis pour louer une voiture à Casablanca ?","How long must I have held my driving licence to rent a car in Casablanca?","كم من الوقت يجب أن يمر على حصولي على رخصة القيادة لكراء سيارة في الدار البيضاء؟","¿Cuánto tiempo hay que tener el carné para alquilar un coche en Casablanca?","Diab Car demande un permis de conduire détenu depuis 1 an au minimum pour louer une voiture à Casablanca. S'y ajoute l'âge minimum : 21 ans, et 25 ans pour les catégories premium. Questions : WhatsApp +212 6 59 77 55 82.","Diab Car requires a driving licence held for at least 1 year to rent a car in Casablanca. The minimum age also applies: 21, and 25 for the premium categories. Questions: WhatsApp +212 6 59 77 55 82.","تشترط ديّاب كار (Diab Car) في الدار البيضاء أن تكون رخصة القيادة في حوزتك منذ سنة واحدة على الأقل لكراء سيارة. ويُضاف إلى ذلك السن الأدنى: 21 سنة، و25 سنة لفئات premium. للاستفسار عبر واتساب: +212 6 59 77 55 82.","Diab Car exige un carné de conducir con al menos 1 año de antigüedad para alquilar un coche en Casablanca. A eso se suma la edad mínima: 21 años, y 25 años para las categorías premium. Consultas por WhatsApp: +212 6 59 77 55 82.","1 an de permis au minimum : c'est la condition d'ancienneté appliquée par Diab Car, 356 boulevard Zerktouni à Casablanca.

L'âge minimum est une condition distincte : 21 ans, et 25 ans pour les catégories premium. Les deux conditions s'additionnent. Pour le modèle précis qui vous intéresse, confirmez les conditions avec Diab Car avant de réserver.

À ne pas confondre avec une autre règle d'un an, qui relève de la réglementation marocaine et non de Diab Car : un permis de conduire étranger est reconnu au Maroc, sous conditions, pendant un an à compter du début du séjour ou de l'installation. Le Maroc a adhéré le 29 décembre 1982 à la Convention de Vienne de 1968 sur la circulation routière, dont l'article 41 engage les États parties à reconnaître les permis nationaux conformes. La condition de Diab Car porte sur l'ancienneté de votre permis ; la règle marocaine, sur la durée de votre séjour. Pour votre situation personnelle, la source officielle est l'Agence nationale de la sécurité routière (NARSA).

Munissez-vous de votre permis de conduire et de votre pièce d'identité. La liste exacte des documents demandés, et le cas des permis rédigés dans un alphabet non latin, se confirment avec Diab Car avant la réservation.

WhatsApp +212 6 59 77 55 82, réponse sous 10 minutes entre 08h00 et 23h00 ; agence ouverte du lundi au samedi de 08h00 à 20h00 et le dimanche de 09h00 à 18h00."
"Q012","documents","","","blocked","Held back by the final fact-check: SHORT fr ""Cela dépend notamment de votre nationalité."" / en ""It depends, among other things, on your nationality."" / ar ""الجواب يختلف حسب عدة عوامل منها جنسيتك"" / es ""Depende, entre otras cosas, de su nacionalidad."" / LONG fr ""ce qu'il faut emporter dépend notamment de votre nationalité""","Est-ce que j'ai besoin d'un permis de conduire international pour conduire au Maroc ?","Do I need an International Driving Permit to drive in Morocco?","هل أحتاج إلى رخصة قيادة دولية للقيادة أو لكراء سيارة في المغرب؟","¿Hace falta el permiso internacional de conducir en Marruecos?","","","","",""
"Q006","conditions","","","ready","","Le kilométrage est-il illimité, ou y a-t-il une limite de km par jour ?","Is the mileage unlimited, or is there a daily km limit?","هل الكيلومترات غير محدودة في كراء السيارة، أم هناك حد يومي للكيلومترات؟","¿El kilometraje es ilimitado o hay un límite de kilómetros al día?","Chez Diab Car, à Casablanca, le kilométrage est illimité sur cinq catégories : économique, compacte, van, berline et SUV. En premium, cela dépend du véhicule : certains sont illimités, d'autres plafonnés à 250 km/jour. La catégorie luxe est limitée à 250 km/jour.","At Diab Car in Casablanca, mileage is unlimited on five categories: economy, compact, van, sedan and SUV. In premium it depends on the car: some are unlimited, others capped at 250 km per day. The luxury category is capped at 250 km per day.","مع دياب كار في الدار البيضاء، الكيلومترات غير محدودة في خمس فئات: الاقتصادية والمدمجة والفان والصالون وسيارات الدفع الرباعي (SUV). أما في فئة بريميوم فالأمر يختلف حسب السيارة: بعضها غير محدود وبعضها محدود بـ250 كيلومترًا في اليوم. وفئة الفخامة محدودة بـ250 كيلومترًا في اليوم.","En Diab Car, Casablanca, el kilometraje es ilimitado en cinco categorías: económico, compacto, van, berlina y SUV. En premium depende del coche: algunos son ilimitados y otros están limitados a 250 km al día. La categoría lujo está limitada a 250 km al día.","Chez Diab Car, à Casablanca, le kilométrage est illimité sur cinq des sept catégories : économique, compacte, van, berline et SUV. Sur ces voitures, il n'y a ni plafond kilométrique ni facturation au kilomètre, quelle que soit la distance parcourue pendant la location.

Deux catégories font exception. En premium, la règle dépend de la voiture : certains modèles sont en kilométrage illimité, d'autres sont plafonnés à 250 km par jour. En luxe, le plafond est de 250 km par jour. Si vous visez une voiture premium, vérifiez avec nous la règle qui s'applique à ce modèle précis avant de réserver.

Sur les voitures plafonnées, confirmez avec nous ce qui s'applique au-delà de 250 km par jour avant de réserver : WhatsApp au +212 6 59 77 55 82, réponse en moins de 10 minutes entre 08h00 et 23h00. Si votre programme dépasse 250 km par jour, l'une des cinq catégories en kilométrage illimité peut être plus adaptée.

À ne pas confondre avec le carburant : le kilométrage illimité ne change rien à la politique carburant, qui est le plein-à-plein. Vous partez avec le plein et vous rendez la voiture avec le plein, quelle que soit la distance parcourue."
"Q005","conditions","","","ready","","Faut-il rendre la voiture avec le plein de carburant ?","Do I have to return the car with a full tank?","هل يجب أن أعيد السيارة بخزان وقود ممتلئ؟","¿Tengo que devolver el coche con el depósito lleno?","Diab Car applique le plein à plein : à Casablanca, la voiture vous est remise avec le réservoir plein et doit être rendue avec le plein. Pensez à refaire le plein juste avant de la rendre.","Diab Car, in Casablanca, applies a full-to-full fuel policy: the car is handed over with a full tank and must be returned full. Remember to refill the tank just before you return it.","تعتمد دياب كار في الدار البيضاء سياسة الخزان الممتلئ إلى الخزان الممتلئ: تُسلَّم لك السيارة بخزان وقود ممتلئ ويجب إرجاعها ممتلئة. احرص على ملء الخزان قبل إرجاع السيارة مباشرة.","Diab Car, en Casablanca, aplica la política de depósito lleno a depósito lleno: el coche se entrega con el depósito lleno y debe devolverse lleno. Acuérdate de llenar el depósito justo antes de devolverlo.","Diab Car applique le plein à plein. Vous recevez la voiture avec le réservoir plein, à l'agence du 356 boulevard Zerktouni à Casablanca ou au point de livraison convenu, et vous la rendez avec le réservoir plein.

En pratique : faites le plein dans une station proche du lieu de restitution juste avant de rendre la voiture. Si vous ne pouvez pas refaire le plein avant l'heure du retour, demandez-nous sur WhatsApp, avant de rendre la voiture, ce qui s'applique dans ce cas.

Quel carburant mettre ? Vérifiez le type de carburant de votre voiture avant le premier plein et, en cas de doute, demandez-le-nous sur WhatsApp. Au Maroc, à la pompe, « gasoil » désigne le diesel : se tromper de carburant peut endommager le moteur.

Combien coûte un plein ? Au Maroc, le prix du carburant est un prix de marché, variable selon la station et la date : vérifiez-le à la pompe.

Une question sur le carburant avant de réserver ? Écrivez-nous sur WhatsApp au +212 6 59 77 55 82 : nous répondons sous 10 minutes, de 08:00 à 23:00."
"Q010","conditions","","","ready","","Puis-je annuler ma réservation sans frais, et jusqu'à quand ?","Can I cancel my car rental booking for free, and how late can I do it?","هل يمكنني إلغاء حجز كراء السيارة مجاناً؟ وإلى أي وقت؟","¿Puedo cancelar mi reserva de coche sin gastos? ¿Hasta cuándo?","L'annulation est gratuite jusqu'à 24 heures avant la prise en charge chez Diab Car, à Casablanca. Aucun paiement en ligne n'est jamais demandé : rien n'est prélevé à la réservation, donc il n'y a aucun remboursement à attendre. Réservation par WhatsApp ou sur diabcar.ma. Pour annuler, contactez Diab Car, par exemple sur WhatsApp au +212 6 59 77 55 82.","Cancellation is free up to 24 hours before pick-up at Diab Car in Casablanca. There is never any online payment, so nothing is charged when you book and there is no refund to wait for. Book by WhatsApp or on diabcar.ma. To cancel, contact Diab Car, for example on WhatsApp at +212 6 59 77 55 82.","إلغاء الحجز مجاني حتى 24 ساعة قبل موعد الاستلام لدى دياب كار في الدار البيضاء. لا يوجد أي دفع عبر الإنترنت إطلاقاً، فلا يُخصم منك أي مبلغ عند الحجز ولا يوجد ما تنتظر استرجاعه. الحجز عبر واتساب أو على موقع diabcar.ma. للإلغاء، تواصل مع دياب كار، مثلاً عبر واتساب على الرقم +212 6 59 77 55 82.","La cancelación es gratuita hasta 24 horas antes de la recogida en Diab Car, Casablanca. Nunca hay pago en línea: no se cobra nada al reservar, así que no hay ningún reembolso que esperar. Reserva por WhatsApp o en diabcar.ma. Para cancelar, contacta con Diab Car, por ejemplo por WhatsApp al +212 6 59 77 55 82.","Chez Diab Car, à Casablanca, l'annulation est gratuite jusqu'à 24 heures avant l'heure de prise en charge, que la réservation ait été faite sur diabcar.ma ou par WhatsApp.

Diab Car ne prend aucun paiement en ligne, jamais : rien n'est prélevé au moment de la réservation. La location se règle à la prise en charge, en espèces ou par carte bancaire sur le terminal (TPE). Une annulation faite dans le délai ne laisse donc aucun acompte à récupérer ni aucun remboursement à attendre.

Pour annuler, contactez Diab Car, par exemple sur WhatsApp au +212 6 59 77 55 82. Les messages WhatsApp reçoivent une réponse en moins de 10 minutes entre 08h00 et 23h00, donc bien après la fermeture du comptoir : l'agence du 356 boulevard Zerktouni reçoit du lundi au samedi de 08h00 à 20h00, et le dimanche de 09h00 à 18h00. Prévenez-nous dès que possible.

Deux cas à part. Si vous devez annuler à moins de 24 heures de la prise en charge, vous êtes hors du délai d'annulation gratuite : contactez Diab Car pour savoir ce qui s'applique à votre réservation. Et si vous préférez décaler vos dates, changer de catégorie de voiture ou modifier le lieu de livraison plutôt qu'annuler, contactez également Diab Car pour vérifier ce qui est possible sur vos dates."
"V001","vehicle","","","ready","","Citadine, compacte, berline, SUV, premium, luxe : quelle est la différence et laquelle choisir ?","City car, compact, sedan, SUV, premium, luxury — what is the difference and which one should I take?","سيارة مدينة، مدمجة، سيدان، SUV، بريميوم، لوكس: ما الفرق بينها وأيّها أختار عند كراء سيارة بالدار البيضاء؟","Urbano, compacto, berlina, SUV, premium, lujo: ¿qué diferencia hay y cuál me conviene?","À Casablanca, les catégories Diab Car diffèrent notamment par le prix, la caution et le kilométrage. Prix par jour à partir de : 220 MAD en citadine, 250 en compacte et en van, 260 en berline, 380 en SUV, 650 en premium, 900 MAD en luxe. Caution de 3 000 à 10 000 MAD ; kilométrage illimité en citadine, compacte, van, berline et SUV.","In Casablanca, Diab Car's categories differ by price, deposit and mileage, among other things. Daily prices start from: 220 MAD for an economy city car, 250 for compact and van, 260 for sedan, 380 for SUV, 650 for premium, 900 MAD for luxury. Deposits run from 3,000 to 10,000 MAD; mileage is unlimited on city car, compact, van, sedan and SUV.","تختلف فئات دياب كار بالدار البيضاء، من بين أمور أخرى، في السعر ومبلغ الضمان والكيلومترات. السعر اليومي ابتداءً من: 220 درهماً مغربياً (MAD) لسيارة المدينة، 250 للمدمجة والفان، 260 للسيدان، 380 لـSUV، 650 للبريميوم و900 درهم للوكس. الضمان من 3000 إلى 10000 درهم، والكيلومترات غير محدودة في سيارة المدينة والمدمجة والفان والسيدان وSUV.","En Casablanca, las categorías de Diab Car se distinguen, entre otras cosas, por el precio, la fianza y el kilometraje. Precio por día a partir de: 220 MAD en urbano, 250 en compacto y furgoneta, 260 en berlina, 380 en SUV, 650 en premium, 900 MAD en lujo. Fianza de 3.000 a 10.000 MAD; kilometraje ilimitado en urbano, compacto, furgoneta, berlina y SUV.","Les catégories Diab Car à Casablanca se distinguent notamment par le tarif « à partir de » par jour, la caution, le kilométrage, l'âge minimum et la durée minimum de location.

Citadine (catégorie économique) : à partir de 220 MAD/jour, caution de 3 000 à 3 500 MAD, kilométrage illimité. Compacte : à partir de 250 MAD/jour, caution de 3 000 à 4 000 MAD, kilométrage illimité. Van : à partir de 250 MAD/jour, caution 3 000 MAD, kilométrage illimité. Berline : à partir de 260 MAD/jour, caution 3 000 MAD, kilométrage illimité. SUV : à partir de 380 MAD/jour, caution de 5 000 à 6 000 MAD, kilométrage illimité. Premium : à partir de 650 MAD/jour, caution de 6 000 à 8 000 MAD, kilométrage illimité sur une partie des modèles et limité à 250 km/jour sur les autres — demandez la règle du modèle choisi avant de réserver. Luxe : à partir de 900 MAD/jour, caution 10 000 MAD, 250 km/jour, et 2 jours de location minimum (1 jour minimum dans les autres catégories).

Le kilométrage est donc illimité dans cinq catégories sur sept : citadine, compacte, van, berline et SUV. Il est mixte en premium et limité à 250 km/jour en luxe.

Âge minimum : 21 ans, et 25 ans pour les catégories premium. Le permis doit être détenu depuis au moins 1 an.

Des remises s'appliquent selon la durée : −10 % à partir de 7 jours de location, −15 % à partir de 15 jours et −25 % à partir de 30 jours. Au mois, les tarifs partent de 6 500 MAD en citadine, 9 500 MAD en SUV et 19 000 MAD en premium.

Pour savoir ce qui s'applique au-delà de 250 km/jour, en luxe et sur les modèles premium concernés, ou pour le nombre de places, le coffre, la boîte de vitesses ou le carburant d'un modèle précis, demandez avant de réserver sur WhatsApp au +212 6 59 77 55 82 ; réponse sous 10 minutes entre 08:00 et 23:00."
